CÓDIGO;SUS;TUNEP
92036414;14,35;25,01
92036422;14,7;25,62
92036430;15,05;26,23
92036449;15,4;26,84
92036457;15,75;27,45
92036465;16,1;28,06
92036473;16,45;28,67
92036481;16,8;29,28
92036490;17,15;29,89
92036503;17,5;30,5
92036511;17,85;31,11
92036520;18,2;31,72
92036538;18,55;32,33
92036546;18,9;32,94
92036554;19,25;33,55
92036562;19,6;34,16
92036570;19,95;34,77
92036589;20,3;35,38
92036597;20,65;35,99
92036600;21;36,6
92036619;21,35;37,21
92036627;21,7;37,82
92036635;22,05;38,43
92036643;22,4;39,04
92036651;22,75;39,65
92036660;23,1;40,26
92036678;23,45;40,87
92036686;23,8;41,48
92036694;24,15;42,09
92036708;24,5;42,7
92036716;24,85;43,31
92036724;25,2;43,92
92036732;25,55;44,53
92036740;25,9;45,14
92036759;26,25;45,75
92036767;26,6;46,36
92036775;26,95;46,97
92036783;27,3;47,58
92036791;27,65;48,19
92036805;28;48,8
92036813;28,35;49,41
92036821;28,7;50,02
92036830;29,05;50,63
92036848;29,4;51,24
92036856;29,75;51,85
92036864;30,1;52,46
92036872;30,45;53,07
92036880;30,8;53,68
92036899;31,15;54,29
92036902;31,5;54,9
92036910;31,85;55,51
92036929;32,2;56,12
92036937;32,55;56,73
92036945;32,9;57,34
92036953;33,25;57,95
92036961;33,6;58,56
92036970;33,95;59,17
92036988;34,3;59,78
92036996;34,65;60,39
92037011;55;69,77
92037020;110;139,54
92037038;165;209,31
92037046;220;279,08
92037054;275;348,85
92037062;330;418,62
92037070;385;488,39
92037089;440;558,16
92037097;495;627,93
92037100;550;697,7
92037119;605;767,47
92037127;660;837,24
92037135;715;907,01
92037143;770;976,78
92037151;825;1.046,55
92037160;880;1.116,32
92037178;935;1.186,09
92037186;990;1.255,86
92037194;1.045,00;1.325,63
92037208;1.100,00;1.395,40
92037216;1.155,00;1.465,17
92037224;1.210,00;1.534,94
92037232;1.265,00;1.604,71
92037240;1.320,00;1.674,48
92037259;1.375,00;1.744,25
92037267;1.430,00;1.814,02
92037275;1.485,00;1.883,79
92037283;1.540,00;1.953,56
92037291;1.595,00;2.023,33
92037305;1.650,00;2.093,10
92037313;1.705,00;2.162,87
92037321;1.760,00;2.232,64
92037330;1.815,00;2.302,41
92037348;1.870,00;2.372,18
92037356;1.925,00;2.441,95
92037364;1.980,00;2.511,72
92037372;2.035,00;2.581,49
92037380;2.090,00;2.651,26
92037399;2.145,00;2.721,03
92037402;2.200,00;2.790,80
92037410;2.255,00;2.860,57
92037429;2.310,00;2.930,34
92037437;2.365,00;3.000,11
92037445;2.420,00;3.069,88
92037453;2.475,00;3.139,65
92037461;2.530,00;3.209,42
92037470;2.585,00;3.279,19
92037488;2.640,00;3.348,96
92037496;2.695,00;3.418,73
92037500;2.750,00;3.488,50
92037518;2.805,00;3.558,27
92037526;2.860,00;3.628,04
92037534;2.915,00;3.697,81
92037542;2.970,00;3.767,58
92037550;3.025,00;3.837,35
92037569;3.080,00;3.907,12
92037577;3.135,00;3.976,89
92037585;3.190,00;4.046,66
92037593;3.245,00;4.116,43
92037607;3.300,00;4.186,20
92037615;3.355,00;4.255,97
92037623;3.410,00;4.325,74
92037631;3.465,00;4.395,51
92037640;3.520,00;4.465,28
92037658;3.575,00;4.535,05
92037666;3.630,00;4.604,82
92037674;3.685,00;4.674,59
92037682;3.740,00;4.744,36
92037690;3.795,00;4.814,13
92037704;3.850,00;4.883,90
92037712;3.905,00;4.953,67
92037720;3.960,00;5.023,44
92037739;4.015,00;5.093,21
92037747;4.070,00;5.162,98
92037755;4.125,00;5.232,75
92037763;4.180,00;5.302,52
92037771;4.235,00;5.372,29
92037780;4.290,00;5.442,06
92037798;4.345,00;5.511,83
92037801;4.400,00;5.581,60
92037810;4.455,00;5.651,37
92037828;4.510,00;5.721,14
92037836;4.565,00;5.790,91
92037844;4.620,00;5.860,68
92037852;4.675,00;5.930,45
92037860;4.730,00;6.000,22
92037879;4.785,00;6.069,99
92037887;4.840,00;6.139,76
92037895;4.895,00;6.209,53
92037909;4.950,00;6.279,30
92037917;5.005,00;6.349,07
92037925;5.060,00;6.418,84
92037933;5.115,00;6.488,61
92037941;5.170,00;6.558,38
92037950;5.225,00;6.628,15
92037968;5.280,00;6.697,92
92037976;5.335,00;6.767,69
92037984;5.390,00;6.837,46
92037992;5.445,00;6.907,23
92038018;169,91;297,34
92038026;339,83;594,68
92038034;509,74;892,02
92038042;679,65;1.189,36
92038050;849,56;1.486,70
92038069;1.019,48;1.784,04
92038077;1.189,39;2.081,38
92038085;1.359,30;2.378,72
92038093;1.529,21;2.676,06
92038107;1.699,13;2.973,40
92038115;1.869,04;3.270,74
92038123;2.038,95;3.568,08
92038131;2.208,86;3.865,42
92038140;2.378,78;4.162,76
92038158;2.548,69;4.460,10
92038166;2.718,60;4.757,44
92038174;2.888,51;5.054,78
92038182;3.058,43;5.352,12
92038190;3.228,34;5.649,46
92038204;3.398,25;5.946,80
92038212;3.568,16;6.244,14
92038220;3.738,08;6.541,48
92038239;3.907,99;6.838,82
92038247;4.077,90;7.136,16
92038255;4.247,81;7.433,50
92038263;4.417,73;7.730,84
92038271;4.587,64;8.028,18
92038280;4.757,55;8.325,52
92038298;4.927,46;8.622,86
92038301;5.097,38;8.920,20
92038310;5.267,29;9.217,54
92038328;5.437,20;9.514,88
92038336;5.607,11;9.812,22
92038344;5.777,03;10.109,56
92038352;5.946,94;10.406,90
92038360;6.116,85;10.704,24
92038379;6.286,76;11.001,58
92038387;6.456,68;11.298,92
92038395;6.626,59;11.596,26
92038409;6.796,50;11.893,60
92038417;6.966,41;12.190,94
92038425;7.136,33;12.488,28
92038433;7.306,24;12.785,62
92038441;7.476,15;13.082,96
92038450;7.646,06;13.380,30
92038468;7.815,98;13.677,64
92038476;7.985,89;13.974,98
92038484;8.155,80;14.272,32
92038492;8.325,71;14.569,66
92038506;8.495,63;14.867,00
92038514;8.665,54;15.164,34
92038522;8.835,45;15.461,68
92038530;9.005,36;15.759,02
92038549;9.175,28;16.056,36
92038557;9.345,19;16.353,70
92038565;9.515,10;16.651,04
92038573;9.685,01;16.948,38
92038581;9.854,93;17.245,72
92038590;10.024,84;17.543,06
92038603;10.194,75;17.840,40
92038611;10.364,66;18.137,74
92038620;10.534,58;18.435,08
92038638;10.704,49;18.732,42
92038646;10.874,40;19.029,76
92038654;11.044,31;19.327,10
92038662;11.214,23;19.624,44
92038670;11.384,14;19.921,78
92038689;11.554,05;20.219,12
92038697;11.723,96;20.516,46
92038700;11.893,88;20.813,80
92038719;12.063,79;21.111,14
92038727;12.233,70;21.408,48
92038735;12.403,61;21.705,82
92038743;12.573,53;22.003,16
92038751;12.743,44;22.300,50
92038760;12.913,35;22.597,84
92038778;13.083,26;22.895,18
92038786;13.253,18;23.192,52
92038794;13.423,09;23.489,86
92038808;13.593,00;23.787,20
92038816;13.762,91;24.084,54
92038824;13.932,83;24.381,88
92038832;14.102,74;24.679,22
92038840;14.272,65;24.976,56
92038859;14.442,56;25.273,90
92038867;14.612,48;25.571,24
92038875;14.782,39;25.868,58
92038883;14.952,30;26.165,92
92038891;15.122,21;26.463,26
92038905;15.292,13;26.760,60
92038913;15.462,04;27.057,94
92038921;15.631,95;27.355,28
92038930;15.801,86;27.652,62
92038948;15.971,78;27.949,96
92038956;16.141,69;28.247,30
92038964;16.311,60;28.544,64
92038972;16.481,51;28.841,98
92038980;16.651,43;29.139,32
92038999;16.821,34;29.436,66
92039014;2,61;4,57
92039022;5,23;9,14
92039030;7,84;13,71
92039049;10,45;18,28
92039057;13,06;22,85
92040012;5,84;10,22
92040020;11,68;20,44
92040039;17,51;30,66
92040047;23,35;40,88
92040055;29,19;51,1
92040063;35,03;61,32
92040071;40,86;71,54
92040080;46,7;81,76
92040098;52,54;91,98
92040101;58,38;102,2
92040110;64,21;112,42
92040128;70,05;122,64
92040136;75,89;132,86
92040144;81,73;143,08
92040152;87,56;153,3
92040160;93,4;163,52
92040179;99,24;173,74
92040187;105,08;183,96
92040195;110,91;194,18
92040209;116,75;204,4
92040217;122,59;214,62
92040225;128,43;224,84
92040233;134,26;235,06
92040241;140,1;245,28
92040250;145,94;255,5
92040268;151,78;265,72
92040276;157,61;275,94
92040284;163,45;286,16
92040292;169,29;296,38
92040306;175,13;306,6
92040314;180,96;316,82
92040322;186,8;327,04
92040330;192,64;337,26
92040349;198,48;347,48
92040357;204,31;357,7
92040365;210,15;367,92
92040373;215,99;378,14
92040381;221,83;388,36
92040390;227,66;398,58
92040403;233,5;408,8
92040411;239,34;419,02
92040420;245,18;429,24
92040438;251,01;439,46
92040446;256,85;449,68
92040454;262,69;459,9
92040462;268,53;470,12
92040470;274,36;480,34
92040489;280,2;490,56
92040497;286,04;500,78
92040500;291,88;511
92040519;297,71;521,22
92040527;303,55;531,44
92040535;309,39;541,66
92040543;315,23;551,88
92040551;321,06;562,1
92040560;326,9;572,32
92040578;332,74;582,54
92040586;338,58;592,76
92040594;344,41;602,98
92040608;350,25;613,2
92040616;356,09;623,42
92040624;361,93;633,64
92040632;367,76;643,86
92040640;373,6;654,08
92040659;379,44;664,3
92040667;385,28;674,52
92040675;391,11;684,74
92040683;396,95;694,96
92040691;402,79;705,18
92040705;408,63;715,4
92040713;414,46;725,62
92040721;420,3;735,84
92040730;426,14;746,06
92040748;431,98;756,28
92040756;437,81;766,5
92040764;443,65;776,72
92040772;449,49;786,94
92040780;455,33;797,16
92040799;461,16;807,38
92040802;467;817,6
92040810;472,84;827,82
92040829;478,68;838,04
92040837;484,51;848,26
92040845;490,35;858,48
92040853;496,19;868,7
92040861;502,03;878,92
92040870;507,86;889,14
92040888;513,7;899,36
92040896;519,54;909,58
92040900;525,38;919,8
92040918;531,21;930,02
92040926;537,05;940,24
92040934;542,89;950,46
92040942;548,73;960,68
92040950;554,56;970,9
92040969;560,4;981,12
92040977;566,24;991,34
92040985;572,08;1.001,56
92040993;577,91;1.011,78
92041019;46,53;81,43
92041027;93,05;162,86
92041035;139,58;244,29
92042015;41,24;41,24
92042023;82,48;82,48
92042031;123,72;123,72
92042040;164,96;164,96
92042058;206,2;206,2
92042066;247,44;247,44
92042074;288,68;288,68
92042082;329,92;329,92
92042090;371,16;371,16
92042104;412,4;412,4
93311036;180;180
93311117;660;660
93311125;350;350
93321023;4.324,34;4.324,34
93321163;5.225,25;5.225,25
93321198;36.089,38;36.089,38
93321201;29.015,11;29.015,11
93321210;15.720,16;19.935,60
93321228;50.000,00;56.024,98
93322097;126,89;126,89
93322100;221,78;221,78
93322119;973,7;973,7
93322127;973,7;973,7
93322135;28,89;28,89
93322143;5.980,12;7.583,50
93323131;937,93;937,93
93323140;218,12;218,12
93323158;3.691,50;3.691,50
93323166;1.591,09;1.591,09
93323174;3.691,50;3.691,50
93324146;25,27;25,27
93324189;420,9;420,9
93324197;327,46;327,46
93324200;609,57;609,57
93324219;1.313,96;1.313,96
93325053;0,94;0,94
93325061;1,07;1,07
93326254;2.034,50;2.580,00
93326270;3.580,00;3.580,00
93327021;96,2;96,2
93327099;500;500
93327129;500;500
93327137;195,45;195,45
93327153;1.332,14;1.332,14
93327161;499,14;499,14
93327170;195,45;195,45
93327188;114,46;114,46
93327196;2.034,50;2.580,00
93327226;4.550,00;4.550,00
93327234;2.034,50;2.580,00
93327242;2.034,50;2.580,00
93327250;10.200,00;10.200,00
93327269;14.000,00;14.000,00
93327277;2.113,36;2.680,00
93327285;2.815,20;3.570,00
93327307;706;706
93327315;1.250,00;1.250,00
93328028;1.410,37;1.410,37
93329024;1.731,63;1.731,63
93329032;1.881,63;1.881,63
93329040;4.300,00;4.300,00
93329059;98;98
93329067;88,81;88,81
93329075;113,05;113,05
93329083;90,1;90,1
93329091;25,27;25,27
93329130;324,51;324,51
93329148;324,51;324,51
93329156;1.060,00;1.060,00
93329164;97,48;97,48
93329172;4.012,40;4.012,40
93329180;3.691,50;3.691,50
93329199;198;198
93329202;14.000,00;14.000,00
93329210;2.492,66;3.161,30
93329229;7.074,27;7.074,27
93329237;1.581,63;1.581,63
93329245;5.382,32;5.382,32
93329253;195,45;195,45
93329261;195,45;195,45
93329296;195,45;195,45
93329300;195,45;195,45
93361220;80;80
93361238;50;50
93361246;120;120
93371101;41,27;41,27
93381212;744;744
93381220;612;612
93381239;1.980,00;1.980,00
93391102;445;445
93391110;790;790
93391129;280;280
93391145;70;70
93391170;801;801
93391196;650;650
93391200;325;325
93391218;650;650
93391226;975;975
93391234;1.300,00;1.300,00
93391242;1.625,00;1.625,00
93392150;414;414
93392168;379;379
93392176;794;794
93392184;794;794
93392192;192;192
93392206;235;235
93392214;705;705
93392222;1.213,00;1.213,00
93392230;392;392
93392249;2.125,00;2.125,00
93392257;1.930,00;1.930,00
93392265;105;105
93392273;380;380
93392281;320;320
93392290;1.650,00;1.650,00
93392303;100;100
93392311;18;18
93392320;690;690
93392338;285;285
93392346;1.350,00;1.350,00
93392354;120;120
93392362;1.191,00;1.191,00
93392370;478;478
93392389;1.591,00;1.591,00
93392400;375;375
93392419;1.920,00;1.920,00
93392427;1.420,00;1.420,00
93392435;590;590
93392443;44;44
93392451;89;89
93392460;618;618
93392478;173;173
93392486;332;332
93392494;786;786
93392508;720;720
93392516;302;302
93392524;302;302
93392532;560;560
93392540;850;850
93392583;2.608,00;2.608,00
93392591;2.280,00;2.280,00
93392605;2.240,00;2.240,00
93392613;1.440,00;1.440,00
93392621;3.600,00;3.600,00
93392630;1.395,00;1.395,00
93392648;3.600,00;3.600,00
93393210;160;160
93393237;102;102
93393245;86;86
93393253;86;86
93394136;12;12
93394144;13;13
93395256;230;230
93395264;183;183
93395272;253;253
93395280;224,4;224,4
93395299;224,4;224,4
93395302;410,72;410,72
93395310;224,4;224,4
93395329;224,4;224,4
93395337;595;595
93395345;137,7;137,7
93395353;137,7;137,7
93395361;293,42;293,42
93395370;142,8;142,8
93395388;232,9;232,9
93395396;214,2;214,2
93395400;214,2;214,2
93395418;214,2;214,2
93395426;113,9;113,9
93395434;113,9;113,9
93395442;102;102
93395450;102;102
93395469;113,9;113,9
93395477;240;240
93395485;460;460
93395493;680;680
93395540;1.180,00;1.180,00
93395558;2.230,00;2.230,00
93395566;2.530,00;2.530,00
93395574;2.070,00;2.070,00
93395582;270;270
93395590;594,2;594,2
93395604;352;352
93395612;376;376
93395620;894;894
93395639;281;281
93396287;816;816
93396295;790,5;790,5
93396309;816;816
93396317;756,5;756,5
93396325;799;799
93396333;110,5;110,5
93396341;130;130
93396350;60;60
93396368;41;41
93396376;408;408
93396384;408;408
93396392;408;408
93396406;764;764
93396422;425;425
93396430;1.345,00;1.345,00
93396457;70;70
93396473;80;80
93396490;720;720
93396538;790,5;790,5
93396546;790,5;790,5
93396562;1.250,00;1.250,00
93397194;6;6
93397208;35;35
93397216;40;40
93397224;19;19
93397232;61;61
93398301;14;14
93398310;12;12
93398328;21,6;21,6
93398336;21,6;21,6
93398344;17;17
93398352;70;70
93398360;80;80
93398379;90;90
93398387;120;120
93398395;120;120
93398409;378;378
93398417;200;200
93398425;14;14
93398433;12;12
93398441;13;13
93398450;610;610
93398468;610;610
93398476;610;610
93398484;610;610
93398492;610;610
93398522;193;193
93398549;193;193
93398565;378;378
93398581;378;378
93398603;378;378
93398611;378;378
93398638;378;378
93398654;620;620
93398662;162;162
93399103;905;905
93399111;450;450
93399120;710;710
93399138;390;390
93399146;820;820
93399154;270;270
93399162;1.050,00;1.050,00
93399170;820;820
93399189;1.050,00;1.050,00
93399200;22;22
93399715;390;390
93401051;140,65;140,65
93401060;98,87;98,87
93401078;845,8;845,8
93401213;525,02;525,02
93401230;567,7;567,7
93401256;78,43;78,43
93401434;613,65;613,65
93401442;303,53;303,53
93401450;48,6;48,6
93401469;74;74
93401477;563;563
93401485;300;300
93401493;1.650,00;1.650,00
93401507;830;830
93401515;500;500
93401523;2.230,00;3.373,00
93401531;1.301,15;1.650,00
93401540;1.419,41;1.800,00
93401558;788,56;1.000,00
93401574;785;785
93401582;11.500,00;11.500,00
93401590;11.500,00;11.500,00
93401604;4.600,00;4.600,00
93401612;2.000,00;2.000,00
93481098;36,62;36,62
93481101;0,03;0,03
93481110;97,48;97,48
93481160;959,4;959,4
93481179;75,47;75,47
93481187;237,02;237,02
93481195;8,93;8,93
93481209;102;102
93481217;125;125
93481225;150;150
93481233;729,56;729,56
93481250;1.823,94;1.823,94
93481268;1.033,00;1.033,00
93481276;1.033,00;1.033,00
93481292;1.035,00;1.035,00
93481322;518,7;518,7
93481365;254;254
93481373;762;762
93481381;254;254
93481390;260;260
93481403;204;204
93481411;375;375
93485085;43.830,15;55.581,72
93485093;11.040,00;14.000,00
93600038;100;100
93600046;200;200
93600054;100;100
93800398;615;615
93800410;35;35
93800436;148;148
93800452;35;35
93800479;81;81
93800495;615;615
94001014;17,04;17,04
94002010;17,04;17,04
94003017;17,04;17,04
94004013;17,04;17,04
94005010;17,04;17,04
94006016;17,04;17,04
94007012;17,04;17,04
94008019;17,04;17,04
94009015;4,7;4,7
94020019;8,39;8,39
95001018;27,6;44,64
95002014;40;70
95002022;55,2;70
95003010;48,3;52,5
95004017;10;10
95005013;61,18;66,5
95006010;96,6;105
95008012;10;10
95009019;5;5
96001011;341,94;812,1
96001020;341,94;812,1
96001038;341,94;812,1
96002018;363,31;812,1
96002026;363,31;812,1
96002034;363,31;812,1
96003014;363,31;812,1
96003022;363,31;812,1
96003030;363,31;812,1
96004010;341,94;812,1
96004029;341,94;812,1
96004037;341,94;812,1
96005017;341,94;812,1
96005025;341,94;812,1
96005033;341,94;812,1
96006013;363,31;812,1
96006021;363,31;812,1
96006030;363,31;812,1
96007010;98;123,2
96007028;98;123,2
96007036;98;123,2
96008016;230,16;287,7
96008024;230,16;287,7
96008032;230,16;287,7
96800011;363,31;812,1
96800038;363,31;812,1
97001007;179,46;314,06
97001058;653,72;823,11
97002003;179,46;314,06
97003000;179,46;314,06
97004006;179,46;314,06
97004057;614,72;823,11
97005002;201,01;212,82
97006009;121,61;245
97007005;201,01;314,06
97008001;201,01;314,06
97011002;170,44;298,27
97012009;121,61;240
97013013;86,75;228,33
97013021;173,5;305,36
97014001;136,4;238,7
97015008;138,61;452
97019003;268,75;470,31
97020001;268,75;470,31
97021008;15;15
97022004;15;15
97023000;156,09;156,09
97024007;45;45
97025003;20;20
97026000;30,77;30,77
97027006;30,72;30,72
97028002;90;90
97029009;132;132
97030007;132;132
97031003;504,43;504,43
97032000;504,33;504,33
97033006;504,33;504,33
97034002;136,05;136,05
97035009;146,3;146,3
97036005;104,54;104,54
97037001;77,41;77,41
97038008;184,43;184,43
97039004;352,81;352,81
97040002;352,51;352,51
97042005;756;756
97043001;90;90
97203009;121,63;212,85
97204005;121,63;212,85
97205001;155,16;271,53
97206008;197,62;212,82
97207004;146,13;212,82
97208000;172;301
97209007;80;140
97210005;250;437,5
97220000;86,75;228
97221007;268,75;470,31
97222003;268,75;470,31
97223000;268,75;525
97224006;86,75;433,75
97225002;268,75;268,75
97226009;268,75;268,75
97227005;268,75;268,75
97228001;197,74;197,74
97229008;323,62;323,62
97231002;81,14;81,14
98003011;28;28
98003020;505;505
98300016;20;72,34
98301012;20;20
98302019;45;45
98303015;527,5;527,5
98303023;135;135
98401017;15;15
98402013;30;30
98500015;40;144,68
98501011;30;30
98502018;60;60
98503014;115;115
99001012;11,62;44,19
99001020;23,26;88,38
99001039;34,88;132,57
99001047;46,5;176,76
99001055;58,12;220,95
99001063;69,76;265,14
99001071;81,38;309,33
99001080;93;353,52
99001098;104,62;397,71
99001101;116,26;441,9
99001110;127,88;486,09
99001128;139,5;530,28
99001136;151,12;574,47
99001144;162,76;618,66
99001152;174,38;662,85
99001160;186;707,04
99001179;197,62;751,23
99001187;209,26;795,42
99001195;220,88;839,61
99001209;232,5;883,8
99001217;244,12;927,99
99001225;255,76;972,18
99001233;267,38;1.016,37
99001241;279;1.060,56
99001250;290,62;1.104,75
99001268;302,26;1.148,94
99001276;313,88;1.193,13
99001284;325,5;1.237,32
99001292;337,12;1.281,51
99001306;348,76;1.325,70
99001314;360,38;1.369,89
99001322;372;1.414,08
99001330;383,62;1.458,27
99001349;395,26;1.502,46
99001357;406,88;1.546,65
99001365;418,5;1.590,84
99001373;430,12;1.635,03
99001381;441,76;1.679,22
99001390;453,38;1.723,41
99001403;465;1.767,60
99001411;476,62;1.811,79
99001420;488,26;1.855,98
99001438;499,88;1.900,17
99001446;511,5;1.944,36
99001454;523,12;1.988,55
99001462;534,76;2.032,74
99001470;546,38;2.076,93
99001489;558;2.121,12
99001497;569,62;2.165,31
99001500;581,26;2.209,50
99001519;592,88;2.253,69
99001527;604,5;2.297,88
99001535;616,12;2.342,07
99001543;627,76;2.386,26
99001551;639,38;2.430,45
99001560;651;2.474,64
99001578;662,62;2.518,83
99001586;674,26;2.563,02
99001594;685,88;2.607,21
99001608;697,5;2.651,40
99001616;709,12;2.695,59
99001624;720,76;2.739,78
99001632;732,38;2.783,97
99001640;744;2.828,16
99001659;755,62;2.872,35
99001667;767,26;2.916,54
99001675;778,88;2.960,73
99001683;790,5;3.004,92
99001691;802,12;3.049,11
99001705;813,76;3.093,30
99001713;825,38;3.137,49
99001721;837;3.181,68
99001730;848,62;3.225,87
99001748;860,26;3.270,06
99001756;871,88;3.314,25
99001764;883,5;3.358,44
99001772;895,12;3.402,63
99001780;906,76;3.446,82
99001799;918,38;3.491,01
99001802;930;3.535,20
99001810;941,62;3.579,39
99001829;953,26;3.623,58
99001837;964,88;3.667,77
99001845;976,5;3.711,96
99001853;988,12;3.756,15
99001861;999,76;3.800,34
99001870;1.011,38;3.844,53
99001888;1.023,00;3.888,72
99001896;1.034,62;3.932,91
99001900;1.046,26;3.977,10
99001918;1.057,88;4.021,29
99001926;1.069,50;4.065,48
99001934;1.081,12;4.109,67
99001942;1.092,76;4.153,86
99001950;1.104,38;4.198,05
99001969;1.116,00;4.242,24
99001977;1.127,62;4.286,43
99001985;1.139,26;4.330,62
99001993;1.150,88;4.374,81
99003015;20,06;50,5
99003023;40,12;101
99003031;60,18;151,5
99003040;80,24;202
99003058;100,3;252,5
99003066;120,36;303
99003074;140,42;353,5
99003082;160,48;404
99003090;180,54;454,5
99003104;200,6;505
99003112;220,66;555,5
99003120;240,72;606
99003139;260,78;656,5
99003147;280,84;707
99003155;300,9;757,5
99003163;320,96;808
99003171;341,02;858,5
99003180;361,08;909
99003198;381,14;959,5
99003201;401,2;1.010,00
99003210;421,26;1.060,50
99003228;441,32;1.111,00
99003236;461,38;1.161,50
99003244;481,44;1.212,00
99003252;501,5;1.262,50
99003260;521,56;1.313,00
99003279;541,62;1.363,50
99003287;561,68;1.414,00
99003295;581,74;1.464,50
99003309;601,8;1.515,00
99003317;621,86;1.565,50
99003325;641,92;1.616,00
99003333;661,98;1.666,50
99003341;682,04;1.717,00
99003350;702,1;1.767,50
99003368;722,16;1.818,00
99003376;742,22;1.868,50
99003384;762,28;1.919,00
99003392;782,34;1.969,50
99003406;802,4;2.020,00
99003414;822,46;2.070,50
99003422;842,52;2.121,00
99003430;862,58;2.171,50
99003449;882,64;2.222,00
99003457;902,7;2.272,50
99003465;922,76;2.323,00
99003473;942,82;2.373,50
99003481;962,88;2.424,00
99003490;982,94;2.474,50
99003503;1.003,00;2.525,00
99003511;1.023,06;2.575,50
99003520;1.043,12;2.626,00
99003538;1.063,18;2.676,50
99003546;1.083,24;2.727,00
99003554;1.103,30;2.777,50
99003562;1.123,36;2.828,00
99003570;1.143,42;2.878,50
99003589;1.163,48;2.929,00
99003597;1.183,54;2.979,50
99003600;1.203,60;3.030,00
99003619;1.223,66;3.080,50
99003627;1.243,72;3.131,00
99003635;1.263,78;3.181,50
99003643;1.283,84;3.232,00
99003651;1.303,90;3.282,50
99003660;1.323,96;3.333,00
99003678;1.344,02;3.383,50
99003686;1.364,08;3.434,00
99003694;1.384,14;3.484,50
99003708;1.404,20;3.535,00
99003716;1.424,26;3.585,50
99003724;1.444,32;3.636,00
99003732;1.464,38;3.686,50
99003740;1.484,44;3.737,00
99003759;1.504,50;3.787,50
99003767;1.524,56;3.838,00
99003775;1.544,62;3.888,50
99003783;1.564,68;3.939,00
99003791;1.584,74;3.989,50
99003805;1.604,80;4.040,00
99003813;1.624,86;4.090,50
99003821;1.644,92;4.141,00
99003830;1.664,98;4.191,50
99003848;1.685,04;4.242,00
99003856;1.705,10;4.292,50
99003864;1.725,16;4.343,00
99003872;1.745,22;4.393,50
99003880;1.765,28;4.444,00
99003899;1.785,34;4.494,50
99003902;1.805,40;4.545,00
99003910;1.825,46;4.595,50
99003929;1.845,52;4.646,00
99003937;1.865,58;4.696,50
99003945;1.885,64;4.747,00
99003953;1.905,70;4.797,50
99003961;1.925,76;4.848,00
99003970;1.945,82;4.898,50
99003988;1.965,88;4.949,00
99003996;1.985,94;4.999,50
99020017;93,28;93,28
99042010;93,58;93,58
99042029;93,58;93,58
99042037;93,58;93,58
99042045;93,58;93,58
99042053;99,96;99,96
99042061;99,96;99,96
99042070;99,96;99,96
99042088;99,96;99,96
99042096;99,96;99,96
99051001;196,95;196,95
99060019;17,78;53,34
99060027;35,55;106,68
99060035;53,33;160,02
99060043;71,1;213,36
99060051;88,88;266,7
99061015;282,6;494,55
99061023;565,2;989,1
99061031;847,8;1.483,65
99061040;1.130,40;1.978,20
99061058;1.413,00;2.472,75
99062011;10,95;19,16
99062020;21,9;38,32
99062038;32,85;57,48
99062046;43,8;76,64
99062054;54,75;95,8
99062062;65,7;114,96
99062070;76,65;134,12
99062089;87,6;153,28
99062097;98,55;172,44
99062100;109,5;191,6
99063018;72,86;115,92
99063026;145,72;231,84
99063034;218,58;347,76
99063042;291,44;463,68
99063050;364,3;579,6
99063069;437,16;695,52
99065010;519,74;826,86
99070014;15;26,25
99070022;30;52,5
99070030;45;78,75
99070049;60;105
99070057;75;131,25
99070065;90;157,5
99070073;105;183,75
99070081;120;210
99070090;135;236,25
99070103;150;262,5
99070111;165;288,75
99070120;180;315
99070138;195;341,25
99070146;210;367,5
99070154;225;393,75
99070162;240;420
99070170;255;446,25
99070189;270;472,5
99070197;285;498,75
99070200;300;525
99070219;315;551,25
99070227;330;577,5
99070235;345;603,75
99070243;360;630
99070251;375;656,25
99070260;390;682,5
99070278;405;708,75
99070286;420;735
99070294;435;761,25
99070308;450;787,5
99070316;465;813,75
99070324;480;840
99070332;495;866,25
99070340;510;892,5
99070359;525;918,75
99070367;540;945
99070375;555;971,25
99070383;570;997,5
99070391;585;1.023,75
99070405;600;1.050,00
99070413;615;1.076,25
99070421;630;1.102,50
99070430;645;1.128,75
99070448;660;1.155,00
99070456;675;1.181,25
99070464;690;1.207,50
99070472;705;1.233,75
99070480;720;1.260,00
99070499;735;1.286,25
99070502;750;1.312,50
99070510;765;1.338,75
99070529;780;1.365,00
99070537;795;1.391,25
99070545;810;1.417,50
99070553;825;1.443,75
99070561;840;1.470,00
99070570;855;1.496,25
99070588;870;1.522,50
99070596;885;1.548,75
99070600;900;1.575,00
99070618;915;1.601,25
99070626;930;1.627,50
99070634;945;1.653,75
99070642;960;1.680,00
99070650;975;1.706,25
99070669;990;1.732,50
99070677;1.005,00;1.758,75
99070685;1.020,00;1.785,00
99070693;1.035,00;1.811,25
99070707;1.050,00;1.837,50
99070715;1.065,00;1.863,75
99070723;1.080,00;1.890,00
99071010;29,25;29,25
99071029;58,5;58,5
99071037;87,75;87,75
99071045;117;117
99071053;146,25;146,25
99071061;175,5;175,5
99071070;204,75;204,75
99071088;234;234
99071096;263,25;263,25
99071100;292,5;292,5
99071118;321,75;321,75
99071126;351;351
99071134;380,25;380,25
99071142;409,5;409,5
99071150;438,75;438,75
99071169;468;468
99071177;497,25;497,25
99071185;526,5;526,5
