CÓDIGO;SUS;TUNEP
39024024;1.413,00;1.413,00
39024040;284,27;497,47
39024075;269,8;472,15
39024083;115,45;440,79
39024091;229,29;401,26
39024105;246,84;630,12
39024130;155,83;426,55
39024148;318,14;485,73
39024164;253,18;443,07
39024172;298,41;778,16
39025020;1.303,00;1.303,00
39025047;324,57;568
39025071;269,8;472,15
39025080;115,45;440,79
39025098;199,8;349,65
39025101;203,12;710,33
39025110;784,95;1.373,66
39025128;1.602,17;2.803,80
39025144;1.602,18;2.503,02
39025152;614,28;1.074,99
39025160;213,3;373,28
39025179;114,44;427,06
39026027;195,99;342,98
39026078;269,8;472,15
39026094;229,29;401,26
39026108;108,25;343,65
39026116;784,95;1.373,66
39026124;1.916,09;3.353,16
39026140;1.602,18;2.803,82
39026159;614,28;1.074,99
39026167;254,93;446,13
39026175;114,44;200,27
39027023;964,94;964,94
39027074;282,66;494,66
39027090;199,8;349,65
39027104;107,24;187,67
39027112;298,78;522,87
39027120;1.778,02;3.111,54
39027139;192,13;426,55
39027147;1.456,34;2.978,13
39027155;598,6;1.047,55
39027163;254,93;446,13
39027171;114,44;200,27
39028020;1.632,40;1.632,40
39028070;282,66;494,66
39028097;194,89;341,06
39028100;107,24;187,67
39028119;195,99;342,98
39028127;1.214,71;2.125,74
39028143;1.602,18;2.803,82
39028151;598,6;1.047,55
39028160;243,81;426,67
39028178;114,44;200,27
39029026;964,94;964,94
39029093;596,18;1.043,32
39029115;195,99;342,98
39029123;1.635,27;2.861,72
39029131;155,83;426,55
39029140;1.602,18;2.803,82
39029158;598,6;1.047,55
39029166;375,76;657,58
39029174;114,44;200,27
39030024;2.006,34;2.006,34
39030067;375,8;657,65
39030075;311,42;544,99
39030083;253,8;444,15
39030091;91,49;160,11
39030105;222,09;802,45
39030113;784,95;1.373,66
39030121;1.635,27;2.861,72
39030130;759,42;1.790,83
39030148;385,05;673,84
39030156;598,6;1.047,55
39030164;465,96;815,43
39030172;114,44;200,27
39031020;1.720,27;1.720,27
39031063;375,8;657,65
39031071;494,93;866,13
39031080;366,37;641,15
39031098;107,24;187,67
39031110;122,22;213,89
39031128;461,38;807,42
39031136;102,37;426,55
39031144;385,05;673,84
39031152;304,65;533,14
39031160;375,76;657,58
39032027;2.006,34;2.006,34
39032060;362,95;635,16
39032078;311,42;544,99
39032086;366,37;641,15
39032124;1.781,03;3.116,80
39032140;397,15;695,01
39032159;598,61;1.047,57
39032167;375,76;657,58
39033023;1.720,27;1.720,27
39033066;372,58;652,02
39033074;115,45;202,04
39033082;253,8;444,15
39033120;1.635,27;2.861,72
39033147;397,15;695,01
39033155;598,61;1.047,57
39033163;432,14;756,25
39034020;1.576,00;1.576,00
39034089;371,88;650,79
39034100;107,24;187,67
39034127;759,42;1.328,99
39034143;397,15;695,01
39034151;598,6;1.047,55
39034160;598,61;1.047,57
39035026;1.005,48;1.005,48
39035107;192,6;337,05
39035123;759,42;1.328,99
39035131;1.010,78;1.768,87
39035140;385,05;673,84
39035158;304,65;533,14
39035166;598,6;1.047,55
39036022;1.720,27;1.720,27
39036081;253,8;444,15
39036103;192,6;337,05
39036120;1.722,72;3.014,76
39036138;1.010,78;1.768,87
39036146;1.602,18;2.803,82
39036154;598,61;1.047,57
39036162;598,61;1.047,57
39037029;1.785,92;1.785,92
39037100;222,09;388,66
39037126;1.836,42;3.213,74
39037134;1.010,78;1.768,87
39037142;578,89;1.013,06
39038025;1.706,27;1.706,27
39038106;205,53;359,68
39038122;759,42;1.328,99
39038130;759;1.328,25
39038149;397,15;695,01
39039021;1.726,52;1.726,52
39039102;205,53;359,68
39039129;132,51;231,89
39039137;759,42;1.328,99
39039145;397,15;695,01
39040020;1.632,40;2.856,70
39040100;205,53;359,68
39040127;149,03;260,8
39040135;759,42;1.328,99
39040143;397,15;695,01
39041026;1.708,40;2.989,70
39041107;258,26;451,96
39041123;149,03;260,8
39041131;759,42;1.328,99
39041140;1.602,18;2.803,82
39042022;1.783,10;4.869,60
39042103;258,26;451,96
39042138;759,42;1.328,99
39042170;306,27;535,97
39043029;2.074,13;3.014,20
39043100;192,6;337,05
39043134;1.720,27;3.010,47
39043142;1.602,18;1.684,13
39043150;578,89;1.013,06
39043177;340,53;595,93
39044025;1.883,27;3.629,73
39044106;192,6;337,05
39044130;759,42;1.328,99
39044149;1.602,18;2.803,82
39044157;1.602,18;2.803,82
39044173;374,78;655,87
39045021;2.166,29;3.636,54
39045102;197,16;345,03
39045137;759,42;1.328,99
39045145;257,93;451,38
39045170;268,41;469,72
39046028;1.554,00;3.342,87
39046109;91,49;160,11
39046133;759,42;1.328,99
39046141;108,25;189,44
39046176;268,41;469,72
39047024;1.303,15;2.856,70
39047105;171,94;300,9
39047130;759,42;1.328,99
39047148;108,25;189,44
39047172;243,81;426,67
39048020;2.560,04;3.975,39
39048101;205,53;359,68
39048136;759,42;1.328,99
39048179;268,41;469,72
39049027;2.782,63;4.480,07
39049108;205,53;359,68
39049132;759,42;1.328,99
39049175;268,41;469,72
39050025;1.953,23;3.342,87
39050106;205,53;359,68
39050149;108,25;189,44
39050173;344,52;602,91
39051021;1.783,10;2.856,70
39051102;205,53;359,68
39051170;344,52;602,91
39052028;1.722,40;1.722,40
39052109;214,21;374,87
39052176;355,81;622,67
39053024;1.953,23;1.953,23
39053105;204,77;358,35
39053172;268,42;469,74
39054020;1.083,63;1.896,35
39054101;258,26;451,96
39054179;268,42;469,74
39055027;1.083,63;1.896,35
39055108;107,24;187,67
39055175;268,42;469,74
39056023;1.178,86;2.063,01
39056171;268,42;469,74
39057020;1.957,13;3.424,98
39057100;107,24;187,67
39057178;344,52;602,91
39058026;1.632,40;2.856,70
39058107;107,24;187,67
39058174;268,41;469,72
39059022;1.626,61;2.846,57
39059170;214,21;374,87
39060020;1.632,40;1.632,40
39060179;221,23;387,15
39061027;1.722,40;3.014,20
39061108;197,16;345,03
39061175;214,21;374,87
39062171;333,68;583,94
39063178;268,41;469,72
39064026;1.928,11;3.010,47
39064174;268,41;469,72
39065022;1.720,27;1.720,27
39065170;284,06;497,11
39066029;2.006,34;2.006,34
39066177;284,06;497,11
39067025;2.640,73;2.640,73
39067173;268,41;469,72
39068021;2.639,73;2.639,73
39068170;268,41;469,72
39069028;985,52;1.662,41
39069176;268,42;469,74
39070026;492,59;862,03
39070174;268,42;469,74
39072029;1.106,52;1.106,52
39072177;197,16;345,03
39073025;1.444,26;1.444,26
39074021;2.968,78;2.968,78
39077020;1.632,40;1.632,40
39078027;108,07;108,07
39079023;1.720,27;1.720,27
39081028;1.641,14;1.641,14
39082024;1.454,25;1.454,25
39086020;1.722,40;1.722,40
39087026;2.074,13;2.074,13
39095029;764,71;764,71
39096025;1.343,00;1.343,00
39097021;1.265,63;1.265,63
39702049;2.551,28;4.464,74
39702235;1.089,98;1.589,56
39703045;1.693,21;2.469,27
39703231;2.561,24;4.482,17
39704114;2.690,82;4.708,94
39705056;927,53;1.378,09
39706125;2.576,63;4.509,10
39710238;1.089,97;1.589,56
39711234;2.739,58;4.794,27
40001008;244,93;601,71
40001016;677,34;869,4
40001024;436,6;1.313,35
40001032;719,52;1.521,87
40001040;5.646,08;8.972,58
40001059;689,16;1.857,85
40001067;1.232,49;1.232,49
40002012;677,14;1.465,48
40002020;745,53;2.484,00
40002039;719,75;1.131,70
40002063;1.020,28;1.020,28
40003027;376,04;1.020,53
40003035;719,75;1.131,70
40003060;1.273,36;1.273,36
40004015;677,13;1.504,05
40004031;831,59;1.444,59
40004066;1.273,36;1.273,36
40005011;1.324,41;3.415,94
40005038;831,63;1.619,19
40005046;508,12;1.313,35
40005062;677,35;677,35
40006034;831,4;1.702,59
40006042;390,78;1.156,64
40006069;677,13;677,13
40007014;803,07;2.109,81
40007030;719,51;1.452,39
40007049;432,61;775,34
40007065;1.060,88;1.060,88
40008010;694,6;2.109,81
40008045;393,58;1.219,00
40008061;1.273,36;1.273,36
40009017;1.318,80;1.835,12
40009041;432,6;950,27
40009068;1.060,88;1.060,88
40010015;677,36;1.285,08
40010040;354,35;1.075,18
40010066;677,15;677,15
40011011;776,31;1.831,23
40011038;831,75;1.131,70
40011046;345,81;459,67
40011062;1.060,88;1.060,88
40012034;831,62;1.589,30
40012042;382,18;590,78
40012069;677,15;677,15
40013030;898,98;1.589,30
40013049;822,67;1.215,51
40013065;1.060,88;1.060,88
40014010;1.318,54;2.818,78
40014037;831,62;1.589,30
40014061;1.060,88;1.060,88
40015033;719,75;1.131,70
40015068;1.318,80;1.318,80
40016013;677,13;1.504,05
40016030;831,62;1.589,30
40016064;1.273,36;1.273,36
40017010;694,6;2.109,81
40017036;712,4;1.452,39
40017060;1.147,19;1.147,19
40018016;387;1.075,18
40018032;915,04;2.713,35
40018067;1.273,36;1.273,36
40019012;354,35;1.075,18
40019039;908,31;2.713,35
40019063;1.273,36;1.273,36
40020061;526,36;526,36
40021033;154;342,7
40021068;566,51;566,51
40022013;848,33;2.484,00
40022030;719,75;1.131,70
40022064;280,14;280,14
40023010;680,3;1.831,23
40023060;321,93;321,93
40024016;677,36;1.290,07
40024067;432,6;432,6
40025063;432,6;432,6
40026019;382,17;618,44
40028011;1.318,53;2.826,60
40029018;1.318,53;2.632,78
40031012;677,14;1.383,82
40032019;677,15;1.545,37
40034011;677,36;1.285,08
40036014;677,35;677,35
40038017;1.636,91;1.744,98
40039013;1.636,91;1.744,98
40040011;1.271,52;1.744,98
40041018;677,15;1.652,17
40042014;870,57;2.484,00
40043010;770,54;1.623,94
40044017;1.318,81;2.099,86
40045013;1.318,79;1.880,20
40046010;677,14;1.623,94
40047016;678,01;1.789,91
40048012;745,53;2.484,00
40049019;677,35;1.044,30
40050017;677,13;1.357,39
40052010;677,13;1.357,39
40057011;677,13;1.504,05
40058018;677,15;1.759,61
40059014;1.318,49;2.812,78
40060012;677,36;869,4
40061019;914,71;2.484,00
40062015;677,14;1.760,62
40200000;722,58;2.413,27
40200019;525,07;1.045,47
40200043;757,28;1.164,24
40201007;722,58;1.499,37
40201015;525,07;1.220,06
40201031;1.232,49;1.862,98
40201040;723,98;1.164,24
40201058;1.794,53;1.794,53
40201066;723,98;723,98
40201074;331,4;331,4
40201082;3.934,52;3.934,52
40201090;1.661,46;1.661,46
40201104;677,15;677,15
40201112;1.956,40;1.956,40
40201120;1.707,05;1.707,05
40202003;722,58;2.413,27
40202038;1.232,49;1.862,98
40202046;723,98;1.164,24
40202054;1.920,89;1.920,89
40202062;1.374,56;1.374,56
40202070;1.273,36;1.273,36
40202089;2.524,59;2.524,59
40202097;1.661,46;1.661,46
40202100;1.686,88;1.686,88
40202119;410,21;410,21
40202127;3.668,32;3.668,32
40203000;722,58;1.499,37
40203018;1.060,88;1.584,73
40203034;1.232,49;1.862,98
40203042;723,98;1.164,24
40203050;1.661,46;1.661,46
40203069;757,28;757,28
40203077;1.719,87;1.719,87
40203085;2.375,63;2.375,63
40203093;530,5;530,5
40203107;1.686,88;1.686,88
40203115;410,21;410,21
40203123;6.604,29;6.604,29
40204006;722,58;1.499,37
40204014;1.060,88;1.584,73
40204030;1.232,49;1.862,98
40204049;723,98;1.676,42
40204057;1.900,97;1.900,97
40204065;1.374,56;1.374,56
40204073;1.661,46;1.661,46
40204081;2.454,03;2.454,03
40204090;719,52;719,52
40204103;1.686,88;1.686,88
40204111;1.317,84;1.317,84
40204120;2.924,57;2.924,57
40205002;722,58;2.413,27
40205010;1.060,88;1.584,73
40205037;1.181,84;1.862,98
40205045;1.131,79;1.659,49
40205053;2.703,13;2.703,13
40205061;1.670,20;1.670,20
40205070;1.716,17;1.716,17
40205088;2.302,85;2.302,85
40205096;1.956,40;1.956,40
40205100;1.686,88;1.686,88
40205118;1.317,84;1.317,84
40205126;2.816,57;2.816,57
40206009;331,4;1.524,35
40206017;1.060,88;1.584,73
40206033;1.778,19;2.814,98
40206041;1.131,79;1.659,49
40206050;1.947,75;1.947,75
40206068;1.670,20;1.670,20
40206076;2.524,59;2.524,59
40206084;2.370,05;2.370,05
40206092;1.334,95;1.334,95
40206106;1.686,88;1.686,88
40206114;1.661,46;1.661,46
40206122;2.816,57;2.816,57
40207005;331,4;869
40207013;1.060,88;1.584,73
40207030;1.778,19;2.814,98
40207048;1.131,79;1.659,49
40207056;1.794,53;1.794,53
40207064;1.670,20;1.670,20
40207072;2.524,59;2.524,59
40207080;2.524,59;2.524,59
40207099;1.317,84;1.317,84
40207102;1.686,88;1.686,88
40207110;1.661,46;1.661,46
40207129;5.095,15;5.095,15
40208001;331,4;1.524,35
40208010;1.060,88;1.644,31
40208036;1.778,19;2.814,98
40208044;1.670,20;2.647,61
40208052;1.794,53;1.794,53
40208060;1.131,79;1.131,79
40208079;1.651,12;1.651,12
40208087;1.714,01;1.714,01
40208095;1.317,84;1.317,84
40208109;1.619,68;1.619,68
40208117;1.661,46;1.661,46
40208125;5.123,87;5.123,87
40209008;331,4;869
40209016;1.020,28;1.584,73
40209032;1.778,19;2.814,98
40209040;1.670,20;2.647,61
40209059;1.794,53;1.794,53
40209067;403,18;403,18
40209075;2.302,85;2.302,85
40209091;1.334,95;1.334,95
40209105;1.619,68;1.619,68
40209113;1.871,72;1.871,72
40209121;4.043,87;4.043,87
40210006;331,4;869
40210014;1.273,36;1.995,98
40210030;1.778,19;2.814,98
40210049;1.670,20;2.647,61
40210057;1.794,53;1.794,53
40210073;2.297,72;2.297,72
40210090;689,16;689,16
40210103;677,15;677,15
40210111;1.661,46;1.661,46
40210120;5.794,07;5.794,07
40211002;331,4;1.524,35
40211010;1.273,36;1.995,98
40211037;1.800,75;2.814,98
40211045;1.670,20;2.647,61
40211053;1.719,87;1.719,87
40211070;2.630,36;2.630,36
40211096;830,11;830,11
40211100;677,15;677,15
40211118;1.956,40;1.956,40
40212009;1.661,46;2.914,55
40212017;1.273,36;1.995,98
40212033;1.800,75;2.814,98
40212041;1.670,20;2.647,61
40212050;1.397,69;1.397,69
40212076;915,04;915,04
40212092;723,98;723,98
40212106;1.597,28;1.597,28
40213005;1.317,84;1.882,15
40213013;1.273,36;1.995,98
40213030;1.800,75;2.814,98
40213048;2.030,42;3.239,11
40213056;1.181,84;1.181,84
40213072;2.524,59;2.524,59
40213099;909,18;909,18
40213102;1.509,92;1.509,92
40214010;1.273,36;1.995,98
40214036;1.800,75;2.814,98
40214044;530,5;855,7
40214052;1.268,76;1.268,76
40214079;2.375,63;2.375,63
40214109;677,15;677,15
40215008;1.956,40;2.655,24
40215016;1.273,36;2.562,49
40215032;1.778,19;2.814,98
40215040;530,5;855,7
40215059;677,36;677,36
40215075;2.797,21;2.797,21
40216004;1.661,46;2.655,24
40216012;1.273,36;1.995,98
40216039;1.800,75;2.814,98
40216047;530,5;855,7
40216071;2.703,13;2.703,13
40217000;1.661,46;2.655,24
40217019;1.273,36;1.995,98
40217035;1.950,13;2.814,98
40217043;1.334,95;2.084,74
40217078;3.163,68;3.163,68
40218015;1.416,14;1.995,98
40218031;1.876,69;2.972,48
40218040;1.334,95;2.084,74
40219011;1.307,80;1.973,86
40219038;1.876,69;2.972,48
40219046;1.317,84;1.882,15
40220010;1.716,17;3.189,06
40220036;1.947,75;2.972,48
40220044;1.317,84;1.882,15
40221016;1.716,17;2.832,19
40221032;1.947,75;2.972,48
40222012;1.794,53;3.189,06
40222039;1.876,69;2.972,48
40223019;1.794,53;2.704,10
40223035;1.876,69;2.972,48
40224015;1.794,53;3.189,06
40224031;2.302,85;3.639,23
40225011;1.794,53;2.704,10
40225038;2.302,85;3.639,23
40226018;1.794,53;3.189,06
40226034;2.302,85;3.639,23
40227014;1.794,53;2.704,10
40227030;2.297,72;3.682,98
40228010;1.719,87;2.704,10
40228037;2.536,59;3.682,98
40229017;1.719,87;2.704,10
40229033;1.956,40;2.708,30
40230015;1.900,97;2.704,10
40230031;1.661,46;2.708,30
40231011;2.375,63;3.728,97
40231038;1.956,40;2.708,30
40232000;1.317,84;2.776,51
40232018;2.375,63;3.728,97
40233014;2.524,59;3.728,97
40234010;2.375,63;3.728,97
40235017;2.524,59;3.728,97
40236013;2.524,59;3.728,97
40237010;2.524,59;3.728,97
40238016;2.554,17;4.035,22
40239012;2.703,13;4.035,22
40240010;2.703,13;4.035,22
40241017;2.703,13;4.035,22
40242013;793,91;1.273,86
40243010;1.714,01;2.666,86
40244016;1.714,01;3.049,84
40245012;1.334,95;2.084,74
40246019;1.317,84;2.002,11
40247015;1.956,40;2.655,24
40248011;1.060,88;1.584,73
40249018;1.509,92;2.430,94
40250016;1.686,88;2.707,44
40251012;1.597,28;2.567,44
40252019;1.619,68;2.602,44
40290000;0;0
40705013;2.909,00;3.377,77
40707032;2.861,55;4.601,71
40712044;403,18;947,59
40714012;3.079,05;4.949,07
40718034;3.199,43;3.625,83
40719030;3.934,52;6.322,59
40734013;2.748,55;4.417,51
40757013;1.188,28;3.162,12
41001010;545,29;1.860,14
41001028;754,42;1.761,78
41001036;870,88;1.531,41
41001044;398,47;1.192,45
41002016;197,59;582,2
41002024;673,21;1.903,11
41002040;163,59;521,89
41003047;418,32;1.192,45
41004043;720,16;2.425,45
41005040;703,78;2.082,84
41701011;1.145,74;1.872,81
41701020;2.711,10;4.744,43
41703049;1.089,97;1.974,48
41704045;2.642,34;4.624,10
41705041;2.618,25;4.581,94
42001013;1.216,23;1.966,57
42001021;90,94;342,7
42001030;205,05;444,27
42001056;850,21;1.563,62
42001064;297,53;832,76
42002036;200,72;339,42
42002052;826,73;1.494,57
42002060;818,85;1.832,31
42002079;203,86;464,49
42003016;1.562,74;2.230,92
42003067;818,84;1.812,03
42003075;163,34;402,38
42004012;855,75;1.633,94
42004020;442,35;774,11
42004039;554,73;645,1
42004047;249,46;709,6
42004055;1.243,40;1.849,02
42004071;432,83;1.063,38
42005019;1.216,23;1.924,64
42005060;818,62;1.856,19
42005078;732,86;2.199,20
42006015;528,07;1.457,01
42006031;479,48;1.843,15
42006040;1.294,89;2.266,06
42006066;610,08;1.759,04
42007011;526,27;1.423,01
42007020;1.090,08;1.907,64
42007054;826,73;1.446,78
42007062;676,68;1.679,70
42008026;533,69;933,96
42008034;442,35;774,11
42008050;1.089,98;1.907,47
42008069;704,73;1.107,03
42008077;185,32;185,32
42009030;205,05;358,84
42009065;596,35;1.868,39
42010039;200,72;351,26
42010063;308,01;1.077,05
42010071;298,52;498,19
42011019;1.294,89;2.090,50
42011035;442,35;774,11
42011060;498,14;871,75
42011078;341,14;1.017,66
42012015;855,75;1.713,39
42012031;479,48;839,09
42012066;610,08;1.067,64
42013011;855,94;1.475,71
42013038;249,46;436,56
42013062;533,69;933,96
42014034;1.216,23;2.128,40
42014069;610,08;1.067,64
42015030;205,05;358,84
42015065;610,08;1.067,64
42016010;505,14;884
42016037;479,48;839,09
42016061;818,84;1.432,97
42017017;855,75;1.497,56
42017033;1.294,89;2.266,06
42017068;818,62;1.432,59
42018013;855,75;1.497,56
42018064;818,62;1.432,59
42019010;855,75;1.497,56
42019060;533,69;933,96
42020018;855,75;1.497,56
42020069;533,69;933,96
42021014;855,75;1.497,56
42021065;696,14;1.218,25
42022010;998,35;1.747,11
42022061;820,53;1.435,93
42023068;1.294,89;2.266,06
42024064;1.294,89;2.266,06
42704014;1.632,22;2.335,32
42704073;559,52;1.102,55
42705010;2.582,29;4.519,01
42705061;2.711,10;4.744,43
42705070;892,45;2.472,97
42707064;1.089,98;1.645,47
42707072;169,66;548,86
42708060;2.903,20;3.194,01
42708079;508,67;741,83
43000002;40,38;134,05
43001017;737,63;979,46
43002013;737,63;979,46
43003010;671,61;979,46
43010016;671,61;979,46
43015018;671,61;979,46
44001053;322,79;462,66
44003056;442,92;971,2
44004052;407,13;1.210,56
44005040;320,39;439,55
44005059;399,64;1.130,49
44006055;322,8;850,75
44007043;357,88;936,1
44008058;354,79;890,78
44009054;366,76;1.130,49
44010052;329,5;1.248,55
44012055;440,54;492,84
44014058;109,41;342,85
44015054;235,46;327,64
44017049;274,83;872,12
44018045;235,46;327,64
44030045;486,61;936,06
44040032;2.403,61;2.417,40
46800018;22.242,49;22.369,56
46800085;51.899,46;52.196,01
46801014;37.070,92;37.282,82
46804013;26.020,06;33.826,08
46805010;14.828,17;14.912,88
46806016;14.828,17;14.912,88
46807012;0;0
46808019;0;0
46809015;0;0
46810013;0;0
46811010;0;0
46812016;0;0
46813012;22.968,78;29.859,41
46814019;44.485,24;57.830,81
46815015;57.977,53;75.370,79
46816011;14.012,85;18.216,71
46817018;47.485,24;61.730,81
46818014;47.265,56;61.445,23
46819010;57.977,53;75.370,79
46820019;57.977,53;75.370,79
46821015;0;0
46825010;0;0
46826017;7.384,00;9.599,20
46827013;52.672,46;68.474,20
47800011;22.242,49;22.369,57
47800089;51.899,46;52.195,99
47801018;37.070,92;37.282,80
47810017;135;175,5
48010014;364,75;364,75
48010022;1.868,54;1.868,54
48010030;1.737,05;1.737,05
48010049;242,97;242,97
48010057;242,97;242,97
48010065;1.737,05;1.737,05
48010073;4.287,21;4.287,21
48010081;4.358,71;4.358,71
48010090;6.271,27;6.271,27
48010103;6.271,27;6.271,27
48010111;4.411,58;4.411,58
48010120;4.279,58;4.279,58
48010138;4.411,58;4.411,58
48010146;4.448,55;4.448,55
48010154;4.421,12;4.421,12
48010162;4.289,12;4.289,12
48010170;266,18;266,18
48010189;188,18;188,18
48010197;4.039,12;4.039,12
48010200;1.706,39;1.706,39
48010219;1.706,39;1.706,39
48010227;4.415,99;4.415,99
48010235;4.415,99;4.415,99
48010243;4.415,99;4.415,99
48010251;4.287,21;4.287,21
48010260;4.287,21;4.287,21
48010278;755,34;755,34
48010286;926,43;926,43
48010294;976,75;976,75
48010308;705,05;705,05
48010316;705,05;705,05
48010324;705,05;705,05
48010332;705,05;705,05
48010340;705,05;705,05
48010359;738,05;738,05
48010367;705,05;705,05
48010375;471,05;471,05
48010383;471,05;471,05
48010391;1.657,90;1.657,90
48010405;1.754,38;1.754,38
48010413;1.657,90;1.657,90
48010421;1.657,90;1.657,90
48010430;1.754,38;1.754,38
48010448;692,84;692,84
48010456;692,84;692,84
48010464;692,84;692,84
48010472;692,84;692,84
48010480;692,84;692,84
48010499;692,84;692,84
48010502;692,84;692,84
48010510;692,84;692,84
48010529;692,84;692,84
48010537;692,84;692,84
48010545;3.491,17;3.491,17
48010553;1.737,05;1.737,05
48010561;3.855,37;3.855,37
48010570;3.909,37;3.909,37
48010588;3.909,37;3.909,37
48010596;3.909,37;3.909,37
48010600;3.909,37;3.909,37
48010618;3.909,37;3.909,37
48010626;3.909,37;3.909,37
48010634;4.358,71;4.358,71
48010642;4.358,71;4.358,71
48010650;4.358,71;4.358,71
48010669;4.358,71;4.358,71
48010677;4.358,71;4.358,71
48010685;6.400,92;6.400,92
48010693;6.400,92;6.400,92
48010707;6.400,92;6.400,92
48010715;6.400,92;6.400,92
48010723;7.825,38;7.825,38
48010731;7.825,38;7.825,38
48010740;7.825,38;7.825,38
48010758;7.825,38;7.825,38
48010766;4.358,71;4.358,71
48010774;4.358,71;4.358,71
48010782;6.400,92;6.400,92
48010790;6.400,92;6.400,92
48010804;6.400,92;6.400,92
48010812;6.400,92;6.400,92
48010820;6.400,92;6.400,92
48010839;6.400,92;6.400,92
48010847;6.400,92;6.400,92
48010855;6.400,92;6.400,92
48010863;7.825,38;7.825,38
48010871;7.825,38;7.825,38
48010880;7.825,38;7.825,38
48010898;7.825,38;7.825,38
48010901;7.825,38;7.825,38
48010910;9.830,04;9.830,04
48010928;9.830,04;9.830,04
48010936;9.830,04;9.830,04
48010944;9.830,04;9.830,04
48010952;9.830,04;9.830,04
48010960;9.830,04;9.830,04
48010979;9.830,04;9.830,04
48010987;9.830,04;9.830,04
48010995;9.830,04;9.830,04
48011002;9.830,04;9.830,04
48011010;9.830,04;9.830,04
48011029;9.830,04;9.830,04
48011037;9.830,04;9.830,04
48011045;9.830,04;9.830,04
48011053;9.830,04;9.830,04
48011061;9.830,04;9.830,04
48011070;9.830,04;9.830,04
48011088;504,02;504,02
48011096;751,74;751,74
48011100;1.737,05;1.737,05
48011118;1.644,15;1.644,15
48011126;1.737,05;1.737,05
48011134;504,02;504,02
48011142;692,84;692,84
48011150;692,84;692,84
48011169;692,84;692,84
48011177;692,84;692,84
48011185;4.421,12;4.421,12
48020010;569;569
48020028;1.457,86;1.457,86
48020036;569;569
48020044;607;607
48020052;569;569
48020060;607;607
48020079;607;607
48020087;483,37;483,37
48020095;582,04;582,04
48020109;503,06;503,06
48020117;503,06;503,06
48020150;1.622,26;1.622,26
48020168;1.139,80;1.139,80
48020176;1.457,61;1.457,61
48020184;1.231,36;1.231,36
48020192;1.458,25;1.458,25
48020206;1.458,25;1.458,25
48020214;1.457,57;1.457,57
48020222;1.457,57;1.457,57
48020230;1.457,57;1.457,57
48020249;1.457,57;1.457,57
48020257;1.142,89;1.142,89
48020265;1.457,57;1.457,57
48020273;1.457,57;1.457,57
48020281;1.230,76;1.230,76
48020290;1.230,76;1.230,76
48020303;1.139,80;1.139,80
48020311;1.254,32;1.254,32
48020320;1.254,32;1.254,32
48020338;1.140,90;1.140,90
48020346;1.137,80;1.137,80
48020354;1.254,33;1.254,33
48020362;1.142,89;1.142,89
48020370;540,22;540,22
48020389;4.287,21;4.287,21
48020397;4.155,21;4.155,21
48020400;1.575,72;1.575,72
48020419;1.575,72;1.575,72
48020427;1.575,72;1.575,72
48020435;179,8;179,8
48020443;1.457,86;1.457,86
48030015;656,72;656,72
48030023;656,72;656,72
48030031;1.058,86;1.058,86
48030040;1.058,86;1.058,86
48030058;1.739,19;1.739,19
48030066;1.575,72;1.575,72
48030074;1.575,72;1.575,72
48030082;1.575,72;1.575,72
48030090;1.575,72;1.575,72
48030104;1.575,72;1.575,72
48030112;1.668,92;1.668,92
48030120;1.739,19;1.739,19
48030139;1.739,19;1.739,19
48030147;1.575,72;1.575,72
48030163;1.575,72;1.575,72
48040010;1.065,36;1.065,36
48040029;1.065,36;1.065,36
48040037;1.065,36;1.065,36
48040045;1.065,36;1.065,36
48040053;1.065,36;1.065,36
48040061;1.065,36;1.065,36
48040070;681,29;681,29
48040088;1.614,75;1.614,75
48040096;1.614,75;1.614,75
48040100;1.614,75;1.614,75
48040118;283,18;283,18
48040126;1.065,36;1.065,36
48040134;1.065,36;1.065,36
48040142;1.065,36;1.065,36
48040150;1.065,36;1.065,36
48040169;1.065,36;1.065,36
48040177;1.065,36;1.065,36
48040185;1.065,36;1.065,36
48040193;1.065,36;1.065,36
48040207;1.065,36;1.065,36
48040215;1.614,75;1.614,75
48040223;1.614,75;1.614,75
48040231;1.614,75;1.614,75
48040240;1.614,76;1.614,76
48040258;1.614,75;1.614,75
48040266;1.614,75;1.614,75
48040274;1.065,36;1.065,36
48040282;1.065,36;1.065,36
48040290;1.065,36;1.065,36
48040304;1.065,36;1.065,36
48040312;1.065,36;1.065,36
48040320;1.065,36;1.065,36
48040339;1.065,36;1.065,36
48050016;2.572,21;2.572,21
48050024;4.306,34;4.306,34
48050032;4.366,38;4.366,38
48050040;4.329,87;4.329,87
48050059;4.382,07;4.382,07
48050067;4.245,43;4.245,43
48050075;4.950,69;4.950,69
48050083;4.753,98;4.753,98
48050091;4.180,28;5.043,02
48050105;3.794,97;3.794,97
48050113;2.870,44;2.870,44
48050121;3.474,11;4.195,62
48050130;5.409,63;5.409,63
62001000;0;0
62002007;210;349,98
62003011;275;532,51
62004034;170;357,91
62005022;340;340
62005030;60;60
63000008;40,38;134,05
63001101;39,31;138,85
63001209;37,98;125,36
63001306;11,54;57,7
63001489;30,25;30,25
63001497;29,69;29,69
63001500;29,09;29,09
63001519;28,48;28,48
63001527;27,16;27,16
63001535;26,86;26,86
63001543;26,56;26,56
63001551;26,28;26,28
63001560;25,15;25,15
63001578;30,25;30,25
63001586;42,24;42,24
